id	surname	forename	sex	birth	picture	
VaclavHomolka.1955	Homolka	Václav	M	1955-01-06	
VaclavHoracek.1956	Horáček	Václav	M	1956-08-17	https://www.psp.cz/eknih/cdrom/2013ps/eknih/2013ps/poslanci/i5919.jpg
VaclavKlaus.1969	Klaus	Václav	M	1969-09-10	https://www.psp.cz/eknih/cdrom/2017ps/eknih/2017ps/poslanci/i6498.jpg
VaclavKlucka.1953	Klučka	Václav	M	1953-07-20	https://www.psp.cz/eknih/cdrom/2013ps/eknih/2013ps/poslanci/i68.jpg
VaclavLaska	Láska	Václav	M		
VaclavSnopek.1951	Snopek	Václav	M	1951-08-20	https://www.psp.cz/eknih/cdrom/2013ps/eknih/2013ps/poslanci/i5502.jpg
VaclavValhoda.1959	Valhoda	Václav	M	1959-06-25	https://www.psp.cz/eknih/cdrom/2013ps/eknih/2013ps/poslanci/i6424.jpg
VaclavVotava.1956	Votava	Václav	M	1956-06-18	https://www.psp.cz/eknih/cdrom/2017ps/eknih/2017ps/poslanci/i5272.jpg
VaclavZemek.1974	Zemek	Václav	M	1974-04-13	https://www.psp.cz/eknih/cdrom/2013ps/eknih/2013ps/poslanci/i5989.jpg
VeraAdamkova.1954	Adámková	Věra	F	1954-10-19	https://www.psp.cz/eknih/cdrom/2017ps/eknih/2017ps/poslanci/i6254.jpg
VeraJourova.1964	Jourová	Věra	F	1964-08-18	https://www.psp.cz/eknih/cdrom/2013ps/eknih/2013ps/poslanci/i6203.jpg
VeraKovarova.1964	Kovářová	Věra	F	1964-01-20	https://www.psp.cz/eknih/cdrom/2017ps/eknih/2017ps/poslanci/i6214.jpg
VeraProchazkova.1954	Procházková	Věra	F	1954-04-03	https://www.psp.cz/eknih/cdrom/2017ps/eknih/2017ps/poslanci/i6472.jpg
VeronikaVrecionova.1965	Vrecionová	Veronika	F	1965-09-08	https://www.psp.cz/eknih/cdrom/2017ps/eknih/2017ps/poslanci/i6052.jpg
VitKankovsky.1970	Kaňkovský	Vít	M	1970-02-05	https://www.psp.cz/eknih/cdrom/2017ps/eknih/2017ps/poslanci/i6207.jpg
VitRakusan.1978	Rakušan	Vít	M	1978-06-16	https://www.psp.cz/eknih/cdrom/2017ps/eknih/2017ps/poslanci/i6524.jpg
VitezslavJandak.1947	Jandák	Vítězslav	M	1947-08-03	https://www.psp.cz/eknih/cdrom/2013ps/eknih/2013ps/poslanci/i5402.jpg
VladimirKonicek.1964	Koníček	Vladimír	M	1964-02-23	https://www.psp.cz/eknih/cdrom/2017ps/eknih/2017ps/poslanci/i5313.jpg
VladimirKremlik.1972	Kremlík	Vladimír	M	1972-12-09	
VladimirPlacek.1965	Plaček	Vladimír	M	1965-05-29	
VladislavVilimec.1963	Vilímec	Vladislav	M	1963-07-05	https://www.psp.cz/eknih/cdrom/2013ps/eknih/2013ps/poslanci/i5520.jpg
VlastaBohdalova.1957	Bohdalová	Vlasta	F	1957-09-18	https://www.psp.cz/eknih/cdrom/2013ps/eknih/2013ps/poslanci/i5447.jpg
VlastimilGabrhel.1978	Gabrhel	Vlastimil	M	1978-04-26	https://www.psp.cz/eknih/cdrom/2013ps/eknih/2013ps/poslanci/i6268.jpg
VlastimilPicek.1956	Picek	Vlastimil	M	1956-10-25	
VlastimilValek.1960	Válek	Vlastimil	M	1960-05-17	https://www.psp.cz/eknih/cdrom/2017ps/eknih/2017ps/poslanci/i6482.jpg
VlastimilVozka.1954	Vozka	Vlastimil	M	1954-03-20	https://www.psp.cz/eknih/cdrom/2013ps/eknih/2013ps/poslanci/i6162.jpg
VojtechAdam.1950	Adam	Vojtěch	M	1950-09-12	https://www.psp.cz/eknih/cdrom/2013ps/eknih/2013ps/poslanci/i5768.jpg
VojtechFilip.1955	Filip	Vojtěch	M	1955-01-13	https://www.psp.cz/eknih/cdrom/2017ps/eknih/2017ps/poslanci/i303.jpg
VojtechMunzar.1976	Munzar	Vojtěch	M	1976-12-19	https://www.psp.cz/eknih/cdrom/2017ps/eknih/2017ps/poslanci/i6486.jpg
VojtechPikal.1987	Pikal	Vojtěch	M	1987-02-19	https://www.psp.cz/eknih/cdrom/2017ps/eknih/2017ps/poslanci/i6531.jpg
ZbynekStanjura.1964	Stanjura	Zbyněk	M	1964-02-15	https://www.psp.cz/eknih/cdrom/2017ps/eknih/2017ps/poslanci/i5969.jpg
ZdenekBerka	Berka	Zdeněk	M		
ZdenekBezecny.1971	Bezecný	Zdeněk	M	1971-12-01	https://www.psp.cz/eknih/cdrom/2013ps/eknih/2013ps/poslanci/i5897.jpg
ZdenekHovezak	Hověžák	Zdeněk			
ZdenekHraba	Hraba	Zdeněk	M		
ZdenekNytra	Nytra	Zdeněk	M		
ZdenekOndracek.1969	Ondráček	Zdeněk	M	1969-07-28	https://www.psp.cz/eknih/cdrom/2017ps/eknih/2017ps/poslanci/i6224.jpg
ZdenekPapousek	Papoušek	Zdeněk	M		
ZdenekPodal.1953	Podal	Zdeněk	M	1953-04-12	https://www.psp.cz/eknih/cdrom/2017ps/eknih/2017ps/poslanci/i6530.jpg
ZdenekSoukup.1952	Soukup	Zdeněk	M	1952-12-06	https://www.psp.cz/eknih/cdrom/2013ps/eknih/2013ps/poslanci/i6237.jpg
ZdenekSyblik.1956	Syblík	Zdeněk	M	1956-05-07	https://www.psp.cz/eknih/cdrom/2013ps/eknih/2013ps/poslanci/i6284.jpg
ZdenekZak.1968	Žák	Zdeněk	M	1968-07-02	
ZdenkaHamousova	Hamousová	Zdeňka	F		
ZuzanaKailova.1974	Kailová	Zuzana	F	1974-07-21	https://www.psp.cz/eknih/cdrom/2013ps/eknih/2013ps/poslanci/i6206.jpg
ZuzanaMajerovaZahradnikova.1972	Majerová Zahradníková	Zuzana	F	1972-06-28	https://www.psp.cz/eknih/cdrom/2017ps/eknih/2017ps/poslanci/i6467.jpg
ZuzanaOzanova.1970	Ožanová	Zuzana	F	1970-09-25	https://www.psp.cz/eknih/cdrom/2017ps/eknih/2017ps/poslanci/i6474.jpg
ZuzanaSanova.1959	Šánová	Zuzana	F	1959-05-24	https://www.psp.cz/eknih/cdrom/2013ps/eknih/2013ps/poslanci/i6288.jpg
ZuzkaBebarovaRujbrova.1951	Bebarová Rujbrová	Zuzka	F	1951-01-13	https://www.psp.cz/eknih/cdrom/2013ps/eknih/2013ps/poslanci/i312.jpg
